airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
0,5,3,1,5,2,0,-0.516910894,26,-0.612958225
0,5,1,1,3,2,0,-0.574058924,26,-0.547070211
5,5,1,1,3,2,0,-0.922522518,26,-0.326654421
5,5,3,0,4,2,0,-1.410371551,27,-0.820661092
2,5,2,0,3,2,0,-1.42291624,27,-0.820661092
3,5,3,0,4,2,0,-1.42291624,27,-0.820661092
3,5,1,1,3,2,0,-0.574058924,27,-0.820661092
0,5,1,0,2,2,0,-1.399220716,27,-0.815181384
0,5,4,0,4,2,0,-1.399220716,27,-0.815181384
0,5,3,0,4,2,0,-1.375525191,27,-0.815181384
4,5,1,0,2,2,0,-1.399220716,27,-0.808605734
3,5,3,1,5,2,0,-1.004759927,27,-0.791246017
4,5,1,1,2,2,0,-0.911371683,27,-0.769239509
3,5,4,1,5,2,0,-1.144145365,27,-0.764987255
3,5,1,1,2,2,0,-0.81798344,27,-0.758718468
2,5,3,1,4,2,0,-0.969913567,27,-0.757797877
5,5,2,1,3,2,0,-1.085603481,27,-0.740920376
5,5,3,1,4,2,0,-0.865374489,27,-0.712338217
5,5,1,1,4,2,0,0.262253704,27,-0.707077696
0,5,0,1,2,2,0,-0.643751643,27,-0.69949378
0,5,1,1,2,2,0,-0.656296332,27,-0.694408611
0,5,1,1,4,2,0,0.157714625,27,-0.694408611
2,5,1,1,3,2,0,-0.597754448,27,-0.679065427
2,5,3,1,4,2,0,-0.935067208,27,-0.676917381
2,5,2,1,5,2,0,-0.203293659,27,-0.668719738
0,5,1,1,1,2,0,1.782948831,27,-0.667185419
2,5,3,1,5,2,0,-0.76083541,27,-0.662713977
2,5,2,2,4,2,0,-0.678598002,27,-0.662713977
5,5,2,1,4,2,0,-0.49321537,27,-0.591083229
5,5,0,0,1,2,0,-1.42291624,28,-0.820661092
5,5,2,0,2,2,0,-1.42291624,28,-0.820661092
5,5,1,0,1,2,0,-1.399220716,28,-0.820661092
3,5,0,0,0,2,0,-1.42291624,28,-0.820661092
2,5,2,0,3,2,0,-1.42291624,28,-0.820661092
2,5,3,0,3,2,0,-1.42291624,28,-0.820661092
3,5,4,0,4,2,0,-1.42291624,28,-0.820661092
3,5,0,0,1,2,0,-1.410371551,28,-0.820661092
1,5,4,1,1,2,0,-0.13360094,28,-0.820792605
1,5,2,1,5,2,0,0.273404539,28,-0.820792605
4,5,0,0,1,2,0,-1.399220716,28,-0.808605734
5,5,3,0,3,2,0,-1.410371551,28,-0.79063229
3,5,5,0,0,2,0,-1.42291624,28,-0.803169863
3,5,1,0,1,2,0,-1.44521791,28,-0.786949926
0,5,1,1,4,2,0,-0.260441688,28,-0.770247775
3,5,3,1,4,2,0,-1.085603481,28,-0.764987255
0,5,3,1,1,2,0,0.575870939,28,-0.738158602
5,5,3,1,4,2,0,-0.865374489,28,-0.712338217
0,5,4,1,1,2,0,0.005784498,28,-0.650570943
2,5,1,1,3,2,0,-0.702293526,28,-0.427875594
5,5,0,0,1,2,0,-1.42291624,29,-0.820661092
5,5,3,0,4,2,0,-1.410371551,29,-0.820661092
2,5,2,0,2,2,0,-1.42291624,29,-0.820661092
2,5,4,0,4,2,0,-1.410371551,29,-0.820661092
2,5,4,0,5,2,0,-1.399220716,29,-0.820661092
1,5,4,1,5,2,0,-0.876525324,29,-0.820792605
1,5,0,1,1,2,0,-0.852829799,29,-0.820792605
3,5,1,1,3,2,0,-0.49321537,29,-0.820661092
0,5,3,0,4,2,0,-1.375525191,29,-0.815181384
4,5,0,1,1,2,0,-1.050757121,29,-0.769239509
3,5,3,1,4,2,0,-1.085603481,29,-0.741227239
0,5,4,1,1,2,0,0.064326382,29,-0.715582204
2,5,3,1,0,2,0,-0.063908221,29,-0.704929651
5,5,0,1,2,2,0,-0.830528129,29,-0.680029856
5,5,2,1,3,2,0,-1.131600675,29,-0.66473051
2,5,3,1,4,2,0,-0.935067208,29,-0.676917381
5,5,2,1,4,2,0,-0.935067208,29,-0.654823197
0,5,1,1,4,2,0,-0.179598134,29,-0.667185419
0,5,0,1,4,2,0,0.099172741,29,-0.663897594
2,5,3,1,5,2,0,-0.76083541,29,-0.662713977
2,5,1,1,3,2,0,-0.748290721,29,-0.662713977
2,5,3,1,5,2,0,-0.342679097,29,-0.662713977
0,5,1,1,4,2,0,0.297100063,29,-0.652762827
2,5,3,1,4,2,0,-0.946218043,29,-0.651666885
0,5,0,1,3,2,0,-0.063908221,29,-0.650570943
2,5,1,1,4,2,0,-0.482064535,29,-0.650307917
5,5,4,0,4,2,0,-1.42291624,29,-0.630449454
0,5,0,1,5,2,0,0.667865328,29,-0.628958974
0,5,0,1,0,2,0,1.725800802,29,-0.628958974
5,5,0,1,3,2,0,-0.249290853,29,-0.596782126
0,5,2,1,5,2,0,0.273404539,29,-0.603270101
2,5,1,1,3,2,0,-0.702293526,29,-0.427875594
5,5,4,0,4,2,0,-1.42291624,30,-0.820661092
2,5,3,0,3,2,0,-1.42291624,30,-0.820661092
4,5,3,0,4,2,0,-1.375525191,30,-0.820661092
1,5,2,1,5,2,0,-0.005366337,30,-0.820792605
5,5,0,0,1,2,0,-1.410371551,30,-0.79063229
5,5,3,0,3,2,0,-1.410371551,30,-0.79063229
3,5,5,0,0,2,0,-1.42291624,30,-0.803169863
2,5,3,1,4,2,0,-0.969913567,30,-0.77748099
2,5,4,1,1,2,0,-0.15590261,30,-0.769677885
0,5,4,1,4,2,0,2.015722512,30,-0.755781345
0,5,0,1,4,2,0,0.772404406,30,-0.754729241
4,5,2,1,3,2,0,-1.050757121,30,-0.715538366
0,5,1,1,4,2,0,0.262253704,30,-0.710979249
0,5,3,1,4,2,0,2.18995431,30,-0.682309415
5,5,2,1,3,2,0,-1.131600675,30,-0.66473051
0,5,1,1,4,2,0,-0.168447299,30,-0.671174647
5,5,1,1,4,2,0,0.029480022,30,-0.654823197
5,5,4,1,1,2,0,0.053175547,30,-0.654823197
0,5,1,1,2,2,0,-0.81798344,30,-0.652762827
2,5,2,1,4,2,0,-0.284137213,30,-0.651666885
5,5,1,1,2,2,0,-1.004759927,30,-0.618262583
0,5,1,1,3,2,0,-0.330134407,30,-0.610196452
5,5,1,0,2,2,0,-1.410371551,31,-0.820661092
4,5,4,0,4,2,0,-1.434067075,31,-0.820661092
2,5,2,0,2,2,0,-1.42291624,31,-0.820661092
3,5,0,0,1,2,0,-1.410371551,31,-0.820661092
1,5,3,1,5,2,0,-0.78313708,31,-0.820792605
1,5,2,1,4,2,0,-0.434673486,31,-0.820792605
0,5,2,0,3,2,0,-1.399220716,31,-0.815181384
4,5,0,1,1,2,0,-1.050757121,31,-0.776691912
0,5,4,1,1,2,0,0.064326382,31,-0.755781345
0,5,0,1,4,2,0,0.772404406,31,-0.754729241
5,5,0,1,2,2,0,-0.771986245,31,-0.707998287
5,5,3,1,2,2,0,1.028873612,31,-0.707998287
0,5,1,1,3,2,0,-0.203293659,31,-0.722508555
2,5,1,1,3,2,0,-0.412371816,31,-0.69554839
5,5,2,1,4,2,0,-0.632600808,31,-0.654823197
5,5,1,1,4,2,0,-0.12105625,31,-0.654823197
5,5,1,1,4,2,0,0.145169936,31,-0.654823197
5,5,0,1,4,2,0,0.319401733,31,-0.654823197
2,5,2,1,5,2,0,-0.203293659,31,-0.668719738
5,5,0,1,3,2,0,-0.179598134,31,-0.653332716
0,5,0,1,3,2,0,-0.307832737,31,-0.665738776
5,5,0,1,3,2,0,-0.214444494,31,-0.57039185
2,5,1,1,4,2,0,-0.482064535,31,-0.583455475
5,5,0,1,3,2,0,-0.238140018,31,-0.391095791
5,5,1,0,1,2,0,-1.399220716,32,-0.820661092
5,5,4,0,5,2,0,-1.399220716,32,-0.820661092
1,5,1,1,3,2,0,-0.075059056,32,-0.820792605
3,5,5,1,0,2,0,-0.713444362,32,-0.820661092
3,5,1,0,2,2,0,-1.410371551,32,-0.803169863
3,5,2,0,2,2,0,-1.410371551,32,-0.803169863
3,5,2,0,3,2,0,-1.410371551,32,-0.803169863
2,5,0,1,1,2,0,-1.085603481,32,-0.77748099
3,5,1,1,3,2,0,-0.574058924,32,-0.761830943
0,5,3,1,1,2,0,0.575870939,32,-0.738158602
4,5,2,1,3,2,0,-1.050757121,32,-0.722903094
1,5,0,1,3,2,0,0.157714625,32,-0.710365522
5,5,1,1,2,2,0,-1.027061597,32,-0.693838721
0,5,1,1,4,2,0,0.157714625,32,-0.694408611
0,5,1,1,4,2,0,-0.168447299,32,-0.671174647
0,5,1,1,4,2,0,0.297100063,32,-0.652762827
0,5,0,1,2,2,0,-0.771986245,32,-0.650570943
0,5,1,1,3,2,0,-0.330134407,32,-0.647020092
0,5,0,1,3,2,0,-0.09875458,32,-0.619796901
5,5,4,0,5,2,0,-1.399220716,33,-0.820661092
4,5,4,0,4,2,0,-1.434067075,33,-0.820661092
2,5,3,0,4,2,0,-1.410371551,33,-0.820661092
2,5,4,0,5,2,0,-1.410371551,33,-0.820661092
4,5,0,0,1,2,0,-1.399220716,33,-0.820661092
1,5,4,1,5,2,0,-0.713444362,33,-0.820792605
1,5,4,1,1,2,0,-0.09875458,33,-0.820792605
3,5,1,1,2,2,0,-1.12044984,33,-0.820661092
0,5,0,0,1,2,0,-1.410371551,33,-0.815181384
0,5,3,0,4,2,0,-1.399220716,33,-0.815181384
4,5,3,0,4,2,0,-1.375525191,33,-0.808605734
3,5,3,0,3,2,0,-1.42291624,33,-0.803169863
0,5,1,1,1,2,0,1.260253439,33,-0.758280092
0,5,0,1,2,2,0,-0.586603613,33,-0.755781345
0,5,0,1,4,2,0,0.691560852,33,-0.755781345
0,5,0,1,2,2,0,-0.643751643,33,-0.754729241
0,5,0,1,3,2,0,0.308250898,33,-0.754729241
0,5,3,1,1,2,0,0.412789977,33,-0.738158602
5,5,0,1,3,2,0,-0.249290853,33,-0.701510313
5,5,0,1,2,2,0,-0.412371816,33,-0.693838721
5,5,0,1,3,2,0,0.180016295,33,-0.693838721
0,5,1,1,4,2,0,-0.051363532,33,-0.703395332
0,5,4,1,5,2,0,-0.78313708,33,-0.681520336
0,5,1,1,2,2,0,2.120261591,33,-0.67599679
5,5,1,1,2,2,0,-1.004759927,33,-0.654823197
5,5,0,1,2,2,0,-0.922522518,33,-0.654823197
2,5,3,1,4,2,0,-0.946218043,33,-0.651666885
2,5,3,1,4,2,0,-0.922522518,33,-0.640444442
0,5,1,1,3,2,0,-0.399827126,33,-0.621681921
0,5,3,0,4,2,0,-1.375525191,34,-0.815181384
0,5,2,1,3,2,0,-1.190142559,34,-0.815181384
3,5,3,0,3,2,0,-1.42291624,34,-0.803169863
3,5,4,0,5,2,0,-1.42291624,34,-0.803169863
3,5,3,0,4,2,0,-1.4577626,34,-0.786949926
3,5,2,0,3,2,0,-1.410371551,34,-0.786949926
4,5,0,1,1,2,0,-1.050757121,34,-0.776691912
0,5,1,1,2,2,0,2.18995431,34,-0.754729241
0,5,3,1,4,2,0,2.18995431,34,-0.682309415
5,5,0,1,2,2,0,-0.922522518,34,-0.654823197
0,5,1,1,2,2,0,-0.81798344,34,-0.652762827
0,5,3,1,4,2,0,-0.713444362,34,-0.652762827
0,5,1,1,4,2,0,0.297100063,34,-0.652762827
5,5,0,1,3,2,0,-0.214444494,34,-0.591083229
2,5,2,1,5,2,0,-0.203293659,34,-0.516909896
5,5,1,1,3,2,0,-0.922522518,34,-0.349669196
5,5,0,0,1,2,0,-1.42291624,35,-0.820661092
2,5,3,0,4,2,0,-1.410371551,35,-0.820661092
3,5,5,1,1,2,0,-0.482064535,35,-0.792298121
3,5,3,0,3,2,0,-1.42291624,35,-0.786949926
3,5,2,1,4,2,0,-0.841678964,35,-0.742454694
0,5,4,1,1,2,0,0.064326382,35,-0.755781345
0,5,4,1,3,2,0,1.388488042,35,-0.755781345
3,5,3,1,4,2,0,-1.085603481,35,-0.741227239
3,5,1,1,2,2,0,-1.12044984,35,-0.738684655
0,5,1,1,4,2,0,0.262253704,35,-0.729391069
0,5,1,1,2,2,0,2.18995431,35,-0.729391069
5,5,1,1,4,2,0,-0.029061861,35,-0.693838721
5,5,0,1,3,2,0,0.180016295,35,-0.680029856
2,5,0,1,1,2,0,-1.085603481,35,-0.689235766
5,5,3,1,4,2,0,-0.841678964,35,-0.654823197
5,5,0,1,2,2,0,-0.574058924,35,-0.654823197
5,5,4,0,5,2,0,-1.410371551,36,-0.820661092
5,5,1,0,1,2,0,-1.399220716,36,-0.820661092
1,5,4,0,5,2,0,-1.42291624,36,-0.820661092
2,5,3,0,4,2,0,-1.410371551,36,-0.820661092
1,5,4,1,5,2,0,-0.876525324,36,-0.820792605
1,5,2,1,5,2,0,-0.005366337,36,-0.820792605
1,5,2,1,5,2,0,0.273404539,36,-0.820792605
4,5,4,0,4,2,0,-1.434067075,36,-0.808605734
4,5,0,0,1,2,0,-1.399220716,36,-0.808605734
3,5,2,0,2,2,0,-1.410371551,36,-0.803169863
3,5,4,1,5,2,0,-1.144145365,36,-0.774061652
3,5,2,1,4,2,0,-0.841678964,36,-0.758586955
0,5,3,1,1,2,0,0.249709014,36,-0.741314915
3,5,1,1,3,2,0,-0.49321537,36,-0.732854245
5,5,1,1,3,2,0,-0.981064402,36,-0.714135561
4,5,2,1,3,2,0,-1.050757121,36,-0.722903094
5,5,3,1,2,2,0,1.120868001,36,-0.661618036
5,5,1,1,2,2,0,-1.004759927,36,-0.654823197
5,5,2,1,4,2,0,-0.935067208,36,-0.654823197
5,5,0,1,2,2,0,-0.78313708,36,-0.654823197
5,5,2,1,4,2,0,-0.632600808,36,-0.654823197
4,5,4,1,4,2,0,1.900032599,36,-0.667492283
0,5,1,1,4,2,0,-0.179598134,36,-0.667185419
0,5,0,1,4,2,0,0.099172741,36,-0.663897594
2,5,1,1,3,2,0,-0.412371816,36,-0.660960471
0,5,3,1,4,2,0,-0.713444362,36,-0.652762827
0,5,4,1,2,2,0,0.517329055,36,-0.650746294
0,5,4,1,5,2,0,-0.78313708,36,-0.626284876
5,5,2,1,4,2,0,-0.49321537,36,-0.591083229
5,5,0,1,3,2,0,0.180016295,36,-0.495780141
5,5,0,0,1,2,0,-1.42291624,37,-0.820661092
5,5,2,0,2,2,0,-1.42291624,37,-0.820661092
5,5,1,0,2,2,0,-1.410371551,37,-0.820661092
3,5,1,0,1,2,0,-1.410371551,37,-0.820661092
2,5,4,0,4,2,0,-1.399220716,37,-0.820661092
1,5,1,1,3,2,0,-0.075059056,37,-0.820792605
1,5,4,1,1,2,0,0.064326382,37,-0.820792605
3,5,1,1,2,2,0,-1.12044984,37,-0.758586955
0,5,0,1,1,2,0,2.085415231,37,-0.755781345
0,5,0,1,2,2,0,-0.586603613,37,-0.737369524
5,5,3,1,1,2,0,0.50617822,37,-0.707998287
5,5,1,1,4,2,0,-0.029061861,37,-0.693838721
5,5,0,1,4,2,0,0.587021774,37,-0.693838721
5,5,1,1,3,2,0,-0.434673486,37,-0.680029856
0,5,0,1,4,2,0,0.633018969,37,-0.692216727
2,5,1,1,3,2,0,-0.412371816,37,-0.684062921
5,5,0,1,3,2,0,-0.249290853,37,-0.666440179
5,5,0,1,2,2,0,-0.78313708,37,-0.654823197
2,5,2,1,4,2,0,-1.015910762,37,-0.668719738
2,5,3,1,4,2,0,-0.946218043,37,-0.651666885
0,5,4,1,1,2,0,0.005784498,37,-0.627556168
0,5,1,1,2,2,0,2.120261591,37,-0.616640589
0,5,1,1,3,2,0,-0.574058924,37,-0.547070211
0,5,4,1,5,2,0,-0.78313708,37,-0.525019865
5,5,0,1,3,2,0,0.122868266,37,-0.445586012
0,5,3,1,5,2,0,-0.516910894,37,-0.388772395
3,5,1,0,1,2,0,-1.410371551,38,-0.820661092
2,5,1,0,2,2,0,-1.399220716,38,-0.820661092
1,5,4,1,5,2,0,-0.876525324,38,-0.820792605
1,5,0,1,3,2,0,-0.353829932,38,-0.820792605
1,5,2,1,5,2,0,0.273404539,38,-0.820792605
3,5,3,0,4,2,0,-1.42291624,38,-0.803169863
3,5,1,0,2,2,0,-1.399220716,38,-0.803169863
3,5,5,1,1,2,0,-0.482064535,38,-0.792298121
0,5,3,1,4,2,0,1.969725318,38,-0.770817665
0,5,4,1,2,2,0,0.737558047,38,-0.755781345
0,5,4,1,2,2,0,0.935485369,38,-0.755781345
0,5,1,1,2,2,0,2.18995431,38,-0.754729241
0,5,1,1,3,2,0,-0.748290721,38,-0.714179399
1,5,4,1,1,2,0,0.064326382,38,-0.710365522
5,5,0,1,2,2,0,-0.412371816,38,-0.680029856
5,5,1,1,4,2,0,-0.029061861,38,-0.680029856
5,5,0,1,2,2,0,-0.771986245,38,-0.67056092
2,5,4,1,1,2,0,-0.109905415,38,-0.595686184
1,5,0,1,1,2,0,-0.852829799,38,-0.488240062
5,5,2,0,2,2,0,-1.42291624,39,-0.820661092
5,5,1,0,2,2,0,-1.399220716,39,-0.820661092
5,5,2,0,3,2,0,-1.399220716,39,-0.820661092
5,5,2,0,3,2,0,-1.388069881,39,-0.820661092
1,5,4,0,5,2,0,-1.42291624,39,-0.820661092
2,5,1,0,2,2,0,-1.399220716,39,-0.820661092
2,5,2,0,2,2,0,-1.399220716,39,-0.820661092
1,5,1,1,2,2,0,-0.911371683,39,-0.820792605
3,5,3,1,4,2,0,-1.085603481,39,-0.820661092
0,5,3,0,4,2,0,-1.399220716,39,-0.815181384
3,5,5,1,0,2,0,-0.713444362,39,-0.768538106
1,5,4,1,1,2,0,-0.13360094,39,-0.760077436
0,5,1,1,1,2,0,1.608717034,39,-0.754729241
0,5,3,1,4,2,0,1.969725318,39,-0.742761558
0,5,1,1,3,2,0,-0.203293659,39,-0.740920376
5,5,2,1,3,2,0,2.120261591,39,-0.708655852
0,5,1,1,4,2,0,-0.469519845,39,-0.703395332
0,5,1,1,2,2,0,2.120261591,39,-0.693970234
2,5,3,1,4,2,0,-0.922522518,39,-0.676917381
5,5,1,1,2,2,0,-1.004759927,39,-0.654823197
5,5,2,1,4,2,0,-0.81798344,39,-0.654823197
5,5,4,1,1,2,0,0.053175547,39,-0.654823197
2,5,2,1,5,2,0,-0.203293659,39,-0.668719738
0,5,0,1,3,2,0,-0.063908221,39,-0.650570943
0,5,0,1,3,2,0,-0.086209891,39,-0.525019865
5,5,2,0,3,2,0,-1.388069881,40,-0.820661092
2,5,4,0,4,2,0,-1.410371551,40,-0.820661092
2,5,2,0,2,2,0,-1.399220716,40,-0.820661092
1,5,3,1,5,2,0,-0.78313708,40,-0.820792605
3,5,5,1,0,2,0,-0.713444362,40,-0.820661092
3,5,1,1,2,2,0,-0.81798344,40,-0.791246017
2,5,0,1,1,2,0,-1.085603481,40,-0.77748099
0,5,4,1,1,2,0,0.064326382,40,-0.755781345
0,5,0,1,4,2,0,0.772404406,40,-0.754729241
5,5,0,1,4,2,0,0.680410017,40,-0.712338217
5,5,1,1,4,2,0,0.262253704,40,-0.707077696
5,5,0,1,3,2,0,0.180016295,40,-0.693838721
0,5,0,1,3,2,0,-0.307832737,40,-0.707209209
0,5,1,1,4,2,0,-0.051363532,40,-0.703395332
1,5,0,1,3,2,0,0.157714625,40,-0.694452448
0,5,1,1,4,2,0,0.157714625,40,-0.694408611
0,5,0,1,3,2,0,-0.063908221,40,-0.692216727
2,5,2,1,5,2,0,-0.203293659,40,-0.668719738
0,5,0,1,4,2,0,0.099172741,40,-0.663897594
2,5,4,1,1,2,0,-0.13360094,40,-0.657190431
2,5,3,1,4,2,0,-0.946218043,40,-0.651666885
0,5,1,1,3,2,0,-0.330134407,40,-0.647020092
2,5,2,1,4,2,0,-1.015910762,40,-0.485697477
5,5,2,0,2,2,0,-1.42291624,41,-0.820661092
5,5,4,0,4,2,0,-1.42291624,41,-0.820661092
4,5,4,0,4,2,0,-1.434067075,41,-0.820661092
1,5,4,0,5,2,0,-1.42291624,41,-0.820661092
3,5,0,0,1,2,0,-1.410371551,41,-0.820661092
3,5,1,1,3,2,0,-0.574058924,41,-0.820661092
0,5,0,0,1,2,0,-1.399220716,41,-0.815181384
0,5,0,1,1,2,0,-1.201293394,41,-0.815181384
3,5,5,0,0,2,0,-1.42291624,41,-0.803169863
0,5,1,1,4,2,0,-0.260441688,41,-0.779453685
0,5,0,1,2,2,0,-0.643751643,41,-0.754729241
5,5,0,1,3,2,0,0.122868266,41,-0.720097484
5,5,3,1,1,2,0,0.50617822,41,-0.707998287
1,5,0,1,3,2,0,0.157714625,41,-0.710365522
5,5,0,1,4,2,0,0.587021774,41,-0.693838721
0,5,1,1,2,2,0,2.120261591,41,-0.707779099
0,5,1,1,4,2,0,-0.469519845,41,-0.703395332
0,5,1,1,2,2,0,-0.656296332,41,-0.694408611
0,5,3,1,5,2,0,-0.516910894,41,-0.68108196
5,5,2,1,4,2,0,-0.81798344,41,-0.654823197
2,5,2,1,5,2,0,-0.203293659,41,-0.668719738
0,5,1,1,2,2,0,-0.81798344,41,-0.652762827
0,5,3,1,4,2,0,-0.713444362,41,-0.652762827
2,5,3,1,4,2,0,-0.946218043,41,-0.651666885
2,5,1,1,3,2,0,-0.13360094,41,-0.622164135
5,5,0,1,3,2,0,-0.214444494,41,-0.591083229
5,5,3,1,1,2,0,0.552175415,41,-0.591083229
5,5,2,0,2,2,0,-1.42291624,42,-0.820661092
5,5,1,0,2,2,0,-1.410371551,42,-0.820661092
1,5,4,1,1,2,0,0.064326382,42,-0.820792605
0,5,3,0,4,2,0,-1.399220716,42,-0.815181384
3,5,4,0,5,2,0,-1.42291624,42,-0.803169863
2,5,0,1,1,2,0,-1.085603481,42,-0.77748099
4,5,3,1,1,2,0,0.354248093,42,-0.776691912
3,5,1,1,2,2,0,-0.81798344,42,-0.768187405
0,5,3,1,4,2,0,1.969725318,42,-0.761173378
5,5,0,1,3,2,0,0.122868266,42,-0.720097484
5,5,1,1,3,2,0,-0.981064402,42,-0.714135561
2,5,1,1,3,2,0,-0.412371816,42,-0.69554839
0,5,0,1,2,2,0,-0.771986245,42,-0.692216727
5,5,2,1,4,2,0,-0.81798344,42,-0.654823197
2,5,2,1,5,2,0,-0.203293659,42,-0.668719738
2,5,3,1,5,2,0,-0.76083541,42,-0.657190431
0,5,0,1,3,2,0,-0.09875458,42,-0.619796901
5,5,1,0,1,2,0,-1.399220716,43,-0.820661092
2,5,3,0,3,2,0,-1.42291624,43,-0.820661092
4,5,0,0,1,2,0,-1.399220716,43,-0.820661092
2,5,1,0,2,2,0,-1.399220716,43,-0.820661092
2,5,2,0,2,2,0,-1.399220716,43,-0.820661092
2,5,4,0,5,2,0,-1.399220716,43,-0.820661092
1,5,1,1,3,2,0,-0.075059056,43,-0.820792605
0,5,0,0,1,2,0,-1.399220716,43,-0.815181384
0,5,2,1,3,2,0,-1.190142559,43,-0.815181384
3,5,1,0,1,2,0,-1.44521791,43,-0.786949926
3,5,1,1,2,2,0,-1.12044984,43,-0.748241266
5,5,3,1,4,2,0,-0.865374489,43,-0.694189422
0,5,4,1,3,2,0,1.040024447,43,-0.681520336
5,5,2,1,4,2,0,-0.632600808,43,-0.654823197
3,5,1,1,2,2,0,-0.81798344,43,-0.663196192
2,5,1,1,3,2,0,-0.748290721,43,-0.658812425
2,5,1,1,3,2,0,-0.249290853,43,-0.622164135
5,5,0,1,3,2,0,-0.214444494,43,-0.591083229
5,5,2,0,2,2,0,-1.42291624,44,-0.820661092
4,5,4,0,4,2,0,-1.434067075,44,-0.820661092
3,5,0,0,1,2,0,-1.42291624,44,-0.820661092
3,5,1,0,1,2,0,-1.410371551,44,-0.820661092
0,5,1,0,2,2,0,-1.399220716,44,-0.815181384
0,5,0,1,1,2,0,-1.201293394,44,-0.815181384
1,5,2,1,5,2,0,-0.005366337,44,-0.802775324
3,5,3,1,5,2,0,-1.004759927,44,-0.769546372
5,5,0,1,4,2,0,0.587021774,44,-0.693838721
2,5,1,1,3,2,0,-0.412371816,44,-0.69554839
5,5,1,1,2,2,0,-1.027061597,44,-0.661618036
5,5,0,1,2,2,0,-0.78313708,44,-0.654823197
0,5,1,1,4,2,0,0.029480022,44,-0.666352504
2,5,1,1,3,2,0,-0.667447167,44,-0.664029107
0,5,1,1,2,2,0,-0.81798344,44,-0.652762827
0,5,1,1,3,2,0,-0.330134407,44,-0.647020092
5,5,0,1,4,2,0,0.262253704,44,-0.591083229
1,5,0,0,1,2,0,-1.410371551,45,-0.820661092
3,5,4,0,4,2,0,-1.399220716,45,-0.820661092
1,5,4,1,1,2,0,0.064326382,45,-0.820792605
0,5,2,1,3,2,0,-1.190142559,45,-0.815181384
0,5,0,1,1,2,0,-1.144145365,45,-0.815181384
2,5,1,0,1,2,0,-1.410371551,45,-0.802731486
1,5,0,1,1,2,0,-0.852829799,45,-0.802775324
0,5,1,1,1,2,0,1.621261723,45,-0.754729241
5,5,0,1,3,2,0,0.297100063,45,-0.714661613
5,5,2,1,3,2,0,-0.806832605,45,-0.708655852
5,5,3,1,1,2,0,0.52847989,45,-0.707998287
0,5,1,1,3,2,0,-0.771986245,45,-0.714179399
5,5,1,1,3,2,0,-0.423522651,45,-0.693838721
2,5,3,1,0,2,0,-0.12105625,45,-0.704929651
2,5,2,1,4,2,0,-0.830528129,45,-0.676917381
0,5,3,1,4,2,0,-0.713444362,45,-0.652762827
0,5,3,1,5,2,0,-0.516910894,45,-0.478551937
5,5,4,0,5,2,0,-1.399220716,46,-0.818469209
2,5,2,0,2,2,0,-1.42291624,46,-0.820661092
4,5,4,0,4,2,0,-1.42291624,46,-0.820661092
1,5,4,1,5,2,0,-0.713444362,46,-0.820792605
3,5,3,1,4,2,0,-1.109299005,46,-0.820661092
3,5,3,1,4,2,0,-1.027061597,46,-0.820661092
3,5,5,1,0,2,0,-0.969913567,46,-0.820661092
3,5,5,1,0,2,0,-0.713444362,46,-0.820661092
3,5,1,1,4,2,0,-0.179598134,46,-0.820661092
0,5,2,1,3,2,0,-1.190142559,46,-0.815181384
0,5,0,1,1,2,0,-1.144145365,46,-0.815181384
3,5,4,0,5,2,0,-1.399220716,46,-0.803169863
0,5,1,1,4,2,0,-0.260441688,46,-0.779453685
0,5,1,1,3,2,0,-0.76083541,46,-0.767924379
5,5,2,1,3,2,0,-1.085603481,46,-0.740920376
0,5,4,1,3,2,0,1.249102604,46,-0.755781345
0,5,3,1,1,2,0,0.238558179,46,-0.741314915
0,5,3,1,5,2,0,-0.504366205,46,-0.738158602
5,5,1,1,4,2,0,-0.260441688,46,-0.714880801
5,5,0,1,4,2,0,0.680410017,46,-0.68897274
2,5,2,1,4,2,0,-0.830528129,46,-0.676917381
5,5,1,1,4,2,0,-0.144751775,46,-0.650483268
0,5,1,1,3,2,0,-0.399827126,46,-0.651798398
5,5,2,0,2,2,0,-1.42291624,47,-0.820661092
5,5,4,0,5,2,0,-1.410371551,47,-0.820661092
2,5,4,0,4,2,0,-1.399220716,47,-0.820661092
1,5,3,1,5,2,0,-0.713444362,47,-0.820792605
1,5,4,1,1,2,0,-0.13360094,47,-0.820792605
1,5,4,1,1,2,0,0.064326382,47,-0.820792605
1,5,4,1,1,2,0,0.064326382,47,-0.820792605
3,5,5,1,0,2,0,-0.969913567,47,-0.820661092
3,5,0,1,2,2,0,-0.841678964,47,-0.820661092
3,5,4,1,0,2,0,-0.469519845,47,-0.820661092
3,5,0,0,1,2,0,-1.410371551,47,-0.803169863
3,5,3,1,4,2,0,-0.876525324,47,-0.791246017
3,5,2,0,3,2,0,-1.399220716,47,-0.786949926
0,5,0,1,3,2,0,0.308250898,47,-0.754729241
5,5,3,1,2,2,0,0.680410017,47,-0.693838721
0,5,0,1,3,2,0,-0.075059056,47,-0.693751046
0,5,0,1,5,2,0,1.447029926,47,-0.681520336
5,5,0,1,2,2,0,-0.922522518,47,-0.654823197
5,5,2,1,4,2,0,-0.81798344,47,-0.654823197
